trial_within_subject,block,alien_id,eye_stalks,colour_green,slim_legs,arms_up,spots,category_feedback,agent_id,w1_true,w2_true,w3_true,w4_true,w5_true,c_true,log_c_true,bias_true,prob_cat1,sim_response,correct,feature_focus,performance
10,1,7,1,0,0,0,0,0,26,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,spots,0.5
11,1,12,1,0,0,1,0,0,26,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,slim_legs,0.45454545454545453
12,1,8,0,0,0,1,1,0,26,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,0,1,slim_legs,0.5
13,1,10,0,1,0,0,1,0,26,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,0,1,slim_legs,0.5384615384615384
14,1,6,0,1,0,0,0,0,26,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,slim_legs,0.5
15,1,29,1,1,1,1,0,0,26,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,slim_legs,0.4666666666666667
16,1,5,0,0,1,0,0,0,26,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,eye_stalks,0.4375
17,1,27,1,1,0,1,1,1,26,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,0,0,eye_stalks,0.4117647058823529
18,1,3,0,0,0,0,1,0,26,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.017233262006447238,0,1,eye_stalks,0.4444444444444444
19,1,1,1,1,1,1,1,1,26,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.8847421505153611,1,1,eye_stalks,0.47368421052631576
20,1,32,1,0,1,0,1,1,26,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.25964299320264655,0,0,eye_stalks,0.45
21,1,22,1,1,0,0,1,1,26,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.83131831598861206,1,1,eye_stalks,0.47619047619047616
22,1,14,1,1,0,0,0,0,26,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5786440634918728,1,0,eye_stalks,0.45454545454545453
23,1,11,1,0,0,0,1,1,26,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.8030951881360653,1,1,eye_stalks,0.4782608695652174
24,1,28,1,1,1,0,1,1,26,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.8944722393534852,1,1,eye_stalks,0.5
25,1,19,0,1,0,1,1,0,26,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5001865990303799,1,0,eye_stalks,0.48
26,1,15,0,1,0,1,0,0,26,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.03118347728953827,0,1,slim_legs,0.5
27,1,18,0,0,1,1,1,0,26,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.09597555864020589,0,1,slim_legs,0.5185185185185185
28,1,23,1,1,1,0,0,0,26,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.4808791982330982,0,1,slim_legs,0.5357142857142857
29,1,2,0,0,0,0,0,0,26,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.03589777619248044,0,1,slim_legs,0.5517241379310345
30,1,26,1,0,1,1,1,1,26,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.7803621397817956,0,0,slim_legs,0.5333333333333333
31,1,20,1,0,0,1,1,1,26,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.8138340942313675,1,1,slim_legs,0.5483870967741935
32,1,9,0,0,1,0,1,0,26,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.4323879144847446,0,1,slim_legs,0.5625
1,1,30,0,1,1,0,1,0,27,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,0,1,colour_green,1
2,1,4,0,0,0,1,0,0,27,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,colour_green,0.5
3,1,13,1,0,1,0,0,0,27,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,0,1,colour_green,0.6666666666666666
4,1,31,1,0,1,1,0,0,27,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,colour_green,0.5
5,1,16,0,1,1,0,0,0,27,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,0,1,colour_green,0.6
6,1,21,1,1,0,1,0,0,27,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,0,1,spots,0.6666666666666666
7,1,24,0,1,1,1,0,0,27,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,spots,0.5714285714285714
8,1,17,0,0,1,1,0,0,27,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,0,1,spots,0.625
9,1,25,0,1,1,1,1,0,27,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,spots,0.5555555555555556
10,1,7,1,0,0,0,0,0,27,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,spots,0.5
11,1,12,1,0,0,1,0,0,27,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,slim_legs,0.45454545454545453
12,1,8,0,0,0,1,1,0,27,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,0,1,slim_legs,0.5
13,1,10,0,1,0,0,1,0,27,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,0,1,slim_legs,0.5384615384615384
14,1,6,0,1,0,0,0,0,27,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,slim_legs,0.5
15,1,29,1,1,1,1,0,0,27,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,slim_legs,0.4666666666666667
16,1,5,0,0,1,0,0,0,27,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,eye_stalks,0.4375
17,1,27,1,1,0,1,1,1,27,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,0,0,eye_stalks,0.4117647058823529
18,1,3,0,0,0,0,1,0,27,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.017233262006447238,0,1,eye_stalks,0.4444444444444444
19,1,1,1,1,1,1,1,1,27,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.8847421505153611,1,1,eye_stalks,0.47368421052631576
20,1,32,1,0,1,0,1,1,27,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.25964299320264655,0,0,eye_stalks,0.45
21,1,22,1,1,0,0,1,1,27,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.83131831598861206,1,1,eye_stalks,0.47619047619047616
22,1,14,1,1,0,0,0,0,27,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5786440634918728,1,0,eye_stalks,0.45454545454545453
23,1,11,1,0,0,0,1,1,27,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.8030951881360653,1,1,eye_stalks,0.4782608695652174
24,1,28,1,1,1,0,1,1,27,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.8944722393534852,1,1,eye_stalks,0.5
25,1,19,0,1,0,1,1,0,27,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5001865990303799,1,0,eye_stalks,0.48
26,1,15,0,1,0,1,0,0,27,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.03118347728953827,0,1,slim_legs,0.5
27,1,18,0,0,1,1,1,0,27,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.09597555864020589,0,1,slim_legs,0.5185185185185185
28,1,23,1,1,1,0,0,0,27,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.4808791982330982,0,1,slim_legs,0.5357142857142857
29,1,2,0,0,0,0,0,0,27,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.03589777619248044,0,1,slim_legs,0.5517241379310345
30,1,26,1,0,1,1,1,1,27,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.7803621397817956,0,0,slim_legs,0.5333333333333333
31,1,20,1,0,0,1,1,1,27,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.8138340942313675,1,1,slim_legs,0.5483870967741935
32,1,9,0,0,1,0,1,0,27,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.4323879144847446,0,1,slim_legs,0.5625
1,1,30,0,1,1,0,1,0,28,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,0,1,colour_green,1
2,1,4,0,0,0,1,0,0,28,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,colour_green,0.5
3,1,13,1,0,1,0,0,0,28,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,0,1,colour_green,0.6666666666666666
4,1,31,1,0,1,1,0,0,28,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,colour_green,0.5
5,1,16,0,1,1,0,0,0,28,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,0,1,colour_green,0.6
6,1,21,1,1,0,1,0,0,28,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,0,1,spots,0.6666666666666666
7,1,24,0,1,1,1,0,0,28,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,spots,0.5714285714285714
8,1,17,0,0,1,1,0,0,28,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,0,1,spots,0.625
9,1,25,0,1,1,1,1,0,28,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,spots,0.5555555555555556
10,1,7,1,0,0,0,0,0,28,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,spots,0.5
11,1,12,1,0,0,1,0,0,28,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,slim_legs,0.45454545454545453
12,1,8,0,0,0,1,1,0,28,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,0,1,slim_legs,0.5
13,1,10,0,1,0,0,1,0,28,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,0,1,slim_legs,0.5384615384615384
14,1,6,0,1,0,0,0,0,28,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,slim_legs,0.5
15,1,29,1,1,1,1,0,0,28,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,slim_legs,0.4666666666666667
16,1,5,0,0,1,0,0,0,28,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,eye_stalks,0.4375
17,1,27,1,1,0,1,1,1,28,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,0,0,eye_stalks,0.4117647058823529
18,1,3,0,0,0,0,1,0,28,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.017233262006447238,0,1,eye_stalks,0.4444444444444444
19,1,1,1,1,1,1,1,1,28,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.8847421505153611,1,1,eye_stalks,0.47368421052631576
20,1,32,1,0,1,0,1,1,28,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.25964299320264655,0,0,eye_stalks,0.45
21,1,22,1,1,0,0,1,1,28,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.83131831598861206,1,1,eye_stalks,0.47619047619047616
22,1,14,1,1,0,0,0,0,28,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5786440634918728,1,0,eye_stalks,0.45454545454545453
23,1,11,1,0,0,0,1,1,28,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.8030951881360653,1,1,eye_stalks,0.4782608695652174
24,1,28,1,1,1,0,1,1,28,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.8944722393534852,1,1,eye_stalks,0.5
25,1,19,0,1,0,1,1,0,28,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5001865990303799,1,0,eye_stalks,0.48
26,1,15,0,1,0,1,0,0,28,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.03118347728953827,0,1,slim_legs,0.5
27,1,18,0,0,1,1,1,0,28,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.09597555864020589,0,1,slim_legs,0.5185185185185185
28,1,23,1,1,1,0,0,0,28,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.4808791982330982,0,1,slim_legs,0.5357142857142857
29,1,2,0,0,0,0,0,0,28,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.03589777619248044,0,1,slim_legs,0.5517241379310345
30,1,26,1,0,1,1,1,1,28,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.7803621397817956,0,0,slim_legs,0.5333333333333333
31,1,20,1,0,0,1,1,1,28,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.8138340942313675,1,1,slim_legs,0.5483870967741935
32,1,9,0,0,1,0,1,0,28,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.4323879144847446,0,1,slim_legs,0.5625
1,1,30,0,1,1,0,1,0,29,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,0,1,colour_green,1
2,1,4,0,0,0,1,0,0,29,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,colour_green,0.5
3,1,13,1,0,1,0,0,0,29,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,0,1,colour_green,0.6666666666666666
4,1,31,1,0,1,1,0,0,29,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,colour_green,0.5
5,1,16,0,1,1,0,0,0,29,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,0,1,colour_green,0.6
6,1,21,1,1,0,1,0,0,29,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,0,1,spots,0.6666666666666666
7,1,24,0,1,1,1,0,0,29,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,spots,0.5714285714285714
8,1,17,0,0,1,1,0,0,29,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,0,1,spots,0.625
9,1,25,0,1,1,1,1,0,29,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,spots,0.5555555555555556
10,1,7,1,0,0,0,0,0,29,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,spots,0.5
11,1,12,1,0,0,1,0,0,29,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,slim_legs,0.45454545454545453
12,1,8,0,0,0,1,1,0,29,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,0,1,slim_legs,0.5
13,1,10,0,1,0,0,1,0,29,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,0,1,slim_legs,0.5384615384615384
14,1,6,0,1,0,0,0,0,29,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,slim_legs,0.5
15,1,29,1,1,1,1,0,0,29,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,slim_legs,0.4666666666666667
16,1,5,0,0,1,0,0,0,29,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,eye_stalks,0.4375
17,1,27,1,1,0,1,1,1,29,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,0,0,eye_stalks,0.4117647058823529
18,1,3,0,0,0,0,1,0,29,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.017233262006447238,0,1,eye_stalks,0.4444444444444444
19,1,1,1,1,1,1,1,1,29,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.8847421505153611,1,1,eye_stalks,0.47368421052631576
20,1,32,1,0,1,0,1,1,29,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.25964299320264655,0,0,eye_stalks,0.45
21,1,22,1,1,0,0,1,1,29,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.83131831598861206,1,1,eye_stalks,0.47619047619047616
22,1,14,1,1,0,0,0,0,29,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5786440634918728,1,0,eye_stalks,0.45454545454545453
23,1,11,1,0,0,0,1,1,29,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.8030951881360653,1,1,eye_stalks,0.4782608695652174
24,1,28,1,1,1,0,1,1,29,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.8944722393534852,1,1,eye_stalks,0.5
25,1,19,0,1,0,1,1,0,29,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5001865990303799,1,0,eye_stalks,0.48
26,1,15,0,1,0,1,0,0,29,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.03118347728953827,0,1,slim_legs,0.5
27,1,18,0,0,1,1,1,0,29,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.09597555864020589,0,1,slim_legs,0.5185185185185185
28,1,23,1,1,1,0,0,0,29,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.4808791982330982,0,1,slim_legs,0.5357142857142857
29,1,2,0,0,0,0,0,0,29,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.03589777619248044,0,1,slim_legs,0.5517241379310345
30,1,26,1,0,1,1,1,1,29,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.7803621397817956,0,0,slim_legs,0.5333333333333333
31,1,20,1,0,0,1,1,1,29,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.8138340942313675,1,1,slim_legs,0.5483870967741935
32,1,9,0,0,1,0,1,0,29,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.4323879144847446,0,1,slim_legs,0.5625
1,1,30,0,1,1,0,1,0,30,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,0,1,colour_green,1
2,1,4,0,0,0,1,0,0,30,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,colour_green,0.5
3,1,13,1,0,1,0,0,0,30,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,0,1,colour_green,0.6666666666666666
4,1,31,1,0,1,1,0,0,30,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,colour_green,0.5
5,1,16,0,1,1,0,0,0,30,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,0,1,colour_green,0.6
6,1,21,1,1,0,1,0,0,30,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,0,1,spots,0.6666666666666666
7,1,24,0,1,1,1,0,0,30,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,spots,0.5714285714285714
8,1,17,0,0,1,1,0,0,30,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,0,1,spots,0.625
9,1,25,0,1,1,1,1,0,30,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,spots,0.5555555555555556
10,1,7,1,0,0,0,0,0,30,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,spots,0.5
11,1,12,1,0,0,1,0,0,30,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,slim_legs,0.45454545454545453
12,1,8,0,0,0,1,1,0,30,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,0,1,slim_legs,0.5
13,1,10,0,1,0,0,1,0,30,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,0,1,slim_legs,0.5384615384615384
14,1,6,0,1,0,0,0,0,30,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,slim_legs,0.5
15,1,29,1,1,1,1,0,0,30,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,slim_legs,0.4666666666666667
16,1,5,0,0,1,0,0,0,30,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,1,0,eye_stalks,0.4375
17,1,27,1,1,0,1,1,1,30,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5,0,0,eye_stalks,0.4117647058823529
18,1,3,0,0,0,0,1,0,30,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.017233262006447238,0,1,eye_stalks,0.4444444444444444
19,1,1,1,1,1,1,1,1,30,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.8847421505153611,1,1,eye_stalks,0.47368421052631576
20,1,32,1,0,1,0,1,1,30,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.25964299320264655,0,0,eye_stalks,0.45
21,1,22,1,1,0,0,1,1,30,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.83131831598861206,1,1,eye_stalks,0.47619047619047616
22,1,14,1,1,0,0,0,0,30,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5786440634918728,1,0,eye_stalks,0.45454545454545453
23,1,11,1,0,0,0,1,1,30,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.8030951881360653,1,1,eye_stalks,0.4782608695652174
24,1,28,1,1,1,0,1,1,30,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.8944722393534852,1,1,eye_stalks,0.5
25,1,19,0,1,0,1,1,0,30,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.5001865990303799,1,0,eye_stalks,0.48
26,1,15,0,1,0,1,0,0,30,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.03118347728953827,0,1,slim_legs,0.5
27,1,18,0,0,1,1,1,0,30,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.09597555864020589,0,1,slim_legs,0.5185185185185185
28,1,23,1,1,1,0,0,0,30,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.4808791982330982,0,1,slim_legs,0.5357142857142857
29,1,2,0,0,0,0,0,0,30,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.03589777619248044,0,1,slim_legs,0.5517241379310345
30,1,26,1,0,1,1,1,1,30,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.7803621397817956,0,0,slim_legs,0.5333333333333333
31,1,20,1,0,0,1,1,1,30,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.8138340942313675,1,1,slim_legs,0.5483870967741935
32,1,9,0,0,1,0,1,0,30,0.2,0.2,0.2,0.2,0.2,15,2.70805020110221,0.5,0.4323879144847446,0,1,slim_legs,0.5625
1,1,30,0,1,1,0,1,0,31,0.4,0.3,0.15,0.1,0.05,0.5,-0.6931471805599453,0.5,0.5,1,0,colour_green,0
2,1,4,0,0,0,1,0,0,31,0.4,0.3,0.15,0.1,0.05,0.5,-0.6931471805599453,0.5,0.5,0,1,colour_green,0.5
3,1,13,1,0,1,0,0,0,31,0.4,0.3,0.15,0.1,0.05,0.5,-0.6931471805599453,0.5,0.5,1,0,colour_green,0.3333333333333333
4,1,31,1,0,1,1,0,0,31,0.4,0.3,0.15,0.1,0.05,0.5,-0.6931471805599453,0.5,0.5,0,1,colour_green,0.5
5,1,16,0,1,1,0,0,0,31,0.4,0.3,0.15,0.1,0.05,0.5,-0.6931471805599453,0.5,0.5,0,1,colour_green,0.6
6,1,21,1,1,0,1,0,0,31,0.4,0.3,0.15,0.1,0.05,0.5,-0.6931471805599453,0.5,0.5,1,0,spots,0.5
7,1,24,0,1,1,1,0,0,31,0.4,0.3,0.15,0.1,0.05,0.5,-0.6931471805599453,0.5,0.5,0,1,spots,0.5714285714285714
8,1,17,0,0,1,1,0,0,31,0.4,0.3,0.15,0.1,0.05,0.5,-0.6931471805599453,0.5,0.5,1,0,spots,0.5
9,1,25,0,1,1,1,1,0,31,0.4,0.3,0.15,0.1,0.05,0.5,-0.6931471805599453,0.5,0.5,1,0,spots,0.4444444444444444
10,1,7,1,0,0,0,0,0,31,0.4,0.3,0.15,0.1,0.05,0.5,-0.6931471805599453,0.5,0.5,1,0,spots,0.4
11,1,12,1,0,0,1,0,0,31,0.4,0.3,0.15,0.1,0.05,0.5,-0.6931471805599453,0.5,0.5,0,1,slim_legs,0.45454545454545453
12,1,8,0,0,0,1,1,0,31,0.4,0.3,0.15,0.1,0.05,0.5,-0.6931471805599453,0.5,0.5,0,1,slim_legs,0.5
13,1,10,0,1,0,0,1,0,31,0.4,0.3,0.15,0.1,0.05,0.5,-0.6931471805599453,0.5,0.5,1,0,slim_legs,0.46153846153846156
14,1,6,0,1,0,0,0,0,31,0.4,0.3,0.15,0.1,0.05,0.5,-0.6931471805599453,0.5,0.5,1,0,slim_legs,0.42857142857142855
15,1,29,1,1,1,1,0,0,31,0.4,0.3,0.15,0.1,0.05,0.5,-0.6931471805599453,0.5,0.5,1,0,slim_legs,0.4
16,1,5,0,0,1,0,0,0,31,0.4,0.3,0.15,0.1,0.05,0.5,-0.6931471805599453,0.5,0.5,0,1,eye_stalks,0.4375
17,1,27,1,1,0,1,1,1,31,0.4,0.3,0.15,0.1,0.05,0.5,-0.6931471805599453,0.5,0.5,0,0,eye_stalks,0.4117647058823529
18,1,3,0,0,0,0,1,0,31,0.4,0.3,0.15,0.1,0.05,0.5,-0.6931471805599453,0.5,0.45811518179428334,1,0,eye_stalks,0.3888888888888889
19,1,1,1,1,1,1,1,1,31,0.4,0.3,0.15,0.1,0.05,0.5,-0.6931471805599453,0.5,0.5505596954378269,1,1,eye_stalks,0.42105263157894735
20,1,32,1,0,1,0,1,1,31,0.4,0.3,0.15,0.1,0.05,0.5,-0.6931471805599453,0.5,0.5086310051299561,1,1,eye_stalks,0.45
21,1,22,1,1,0,0,1,1,31,0.4,0.3,0.15,0.1,0.05,0.5,-0.6931471805599453,0.5,0.5388767642723987,0,0,eye_stalks,0.42857142857142855
22,1,14,1,1,0,0,0,0,31,0.4,0.3,0.15,0.1,0.05,0.5,-0.6931471805599453,0.5,0.5384982797521458,0,1,eye_stalks,0.45454545454545453
23,1,11,1,0,0,0,1,1,31,0.4,0.3,0.15,0.1,0.05,0.5,-0.6931471805599453,0.5,0.5240141525887951,1,1,eye_stalks,0.4782608695652174
24,1,28,1,1,1,0,1,1,31,0.4,0.3,0.15,0.1,0.05,0.5,-0.6931471805599453,0.5,0.5368424601631439,1,1,eye_stalks,0.5
25,1,19,0,1,0,1,1,0,31,0.4,0.3,0.15,0.1,0.05,0.5,-0.6931471805599453,0.5,0.47705063391774344,0,1,eye_stalks,0.52
26,1,15,0,1,0,1,0,0,31,0.4,0.3,0.15,0.1,0.05,0.5,-0.6931471805599453,0.5,0.465646885910691,1,0,slim_legs,0.5
27,1,18,0,0,1,1,1,0,31,0.4,0.3,0.15,0.1,0.05,0.5,-0.6931471805599453,0.5,0.4646115176826318,0,1,slim_legs,0.5185185185185185
